experiment,feature_set,features,q_low,q_high,config_name,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,mean_accuracy,min_accuracy,std_accuracy,mean_macro_f1,accuracy_2565,f1_2565,rows_2565,accuracy_2566,f1_2566,rows_2566,status,error
266,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.4654842655056748,0.45454545454545453,0.2903340440653874,55,0.7,0.6406344869459623,60,OK,
267,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.4531866130226786,0.45454545454545453,0.29365079365079366,55,0.6666666666666666,0.6127224323945636,60,OK,
268,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.452482741730572,0.45454545454545453,0.29365079365079366,55,0.6666666666666666,0.6113146898103504,60,OK,
269,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.4869240593378525,0.4727272727272727,0.33618233618233617,55,0.7,0.6376657824933688,60,OK,
270,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.46991551758286043,0.4727272727272727,0.3355119825708061,55,0.65,0.6043190525949147,60,OK,
271,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.6143939393939394,0.5454545454545454,0.06893939393939397,0.5529396769831404,0.5454545454545454,0.4617562542258283,55,0.6833333333333333,0.6441230997404525,60,OK,
272,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5396047008547009,0.5272727272727272,0.4323076923076923,55,0.7,0.6469017094017094,60,OK,
273,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6234848484848485,0.5636363636363636,0.05984848484848487,0.5497927997927998,0.5636363636363636,0.4716394716394716,55,0.6833333333333333,0.627946127946128,60,OK,
274,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6143939393939394,0.5454545454545454,0.06893939393939397,0.5432534042678236,0.5454545454545454,0.4466334991708126,55,0.6833333333333333,0.6398733093648348,60,OK,
275,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.621969696969697,0.5272727272727272,0.09469696969696972,0.5620825939756696,0.5272727272727272,0.4489087301587302,55,0.7166666666666667,0.6752564577926091,60,OK,
276,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.6121212121212121,0.4909090909090909,0.12121212121212119,0.5501587084624263,0.4909090909090909,0.40277777777777773,55,0.7333333333333333,0.6975396391470748,60,OK,
277,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5340909090909091,0.41818181818181815,0.11590909090909093,0.4879429184950981,0.41818181818181815,0.33701311843388343,55,0.65,0.6388727185563127,60,OK,
278,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.5504943778468034,0.4727272727272727,0.4136462407648849,55,0.7,0.6873425149287219,60,OK,
279,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5507575757575758,0.41818181818181815,0.1325757575757576,0.526404336068583,0.41818181818181815,0.3832930026214963,55,0.6833333333333333,0.6695156695156695,60,OK,
280,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.5267526390120089,0.45454545454545453,0.4084465031406815,55,0.6666666666666666,0.6450587748833363,60,OK,
281,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.5324412091361244,0.45454545454545453,0.40505335844318896,55,0.6833333333333333,0.6598290598290598,60,OK,
282,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5598484848484848,0.43636363636363634,0.1234848484848485,0.5234938189709194,0.43636363636363634,0.3789049919484702,55,0.6833333333333333,0.6680826459933685,60,OK,
283,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.45,0.4,0.04999999999999999,0.3817774118107822,0.4,0.2824302134646962,55,0.5,0.4811246101568682,60,OK,
284,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.4939393939393939,0.45454545454545453,0.0393939393939394,0.4102031584519036,0.45454545454545453,0.30090924686910275,55,0.5333333333333333,0.5194970700347045,60,OK,
285,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.47651515151515156,0.43636363636363634,0.04015151515151519,0.3992355585027999,0.43636363636363634,0.29708222811671087,55,0.5166666666666667,0.5013888888888889,60,OK,
286,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.4674242424242424,0.41818181818181815,0.04924242424242428,0.39100346632710814,0.41818181818181815,0.28680555555555554,55,0.5166666666666667,0.4952013770986607,60,OK,
287,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5295454545454545,0.509090909090909,0.020454545454545503,0.42776240654230246,0.509090909090909,0.3271221532091097,55,0.55,0.5284026598754952,60,OK,
288,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.4575757575757576,0.38181818181818183,0.07575757575757575,0.4032890032890033,0.38181818181818183,0.3,55,0.5333333333333333,0.5065780065780067,60,OK,
289,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5454545454545454,0.4909090909090909,0.054545454545454536,0.458751622081741,0.4909090909090909,0.3602033405954974,55,0.6,0.5572999035679845,60,OK,
290,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5628787878787879,0.509090909090909,0.05378787878787883,0.48012491455114403,0.509090909090909,0.39886039886039887,55,0.6166666666666667,0.5613894302418893,60,OK,
291,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5712121212121212,0.509090909090909,0.06212121212121213,0.49763365666591475,0.509090909090909,0.42205128205128206,55,0.6333333333333333,0.5732160312805474,60,OK,
292,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.4694568562857675,0.45454545454545453,0.33950304259634895,55,0.65,0.5994106699751861,60,OK,
293,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4613740326147042,0.4727272727272727,0.3359425096738529,55,0.65,0.5868055555555556,60,OK,
294,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5257575757575758,0.41818181818181815,0.10757575757575757,0.46135217752862134,0.41818181818181815,0.34470046082949307,55,0.6333333333333333,0.5780038942277496,60,OK,
295,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.6143939393939394,0.5454545454545454,0.06893939393939397,0.5348660321828537,0.5454545454545454,0.42294843863471315,55,0.6833333333333333,0.6467836257309941,60,OK,
296,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6393939393939394,0.5454545454545454,0.09393939393939393,0.5580097093894375,0.5454545454545454,0.4591093117408907,55,0.7333333333333333,0.6569101070379842,60,OK,
297,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6037878787878788,0.4909090909090909,0.11287878787878788,0.5286298336853448,0.4909090909090909,0.41236192332683563,55,0.7166666666666667,0.644897744043854,60,OK,
298,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6037878787878788,0.4909090909090909,0.11287878787878788,0.5307539682539683,0.4909090909090909,0.4146825396825397,55,0.7166666666666667,0.6468253968253967,60,OK,
299,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5336623300456219,0.5272727272727272,0.4341520467836257,55,0.7,0.6331726133076181,60,OK,
300,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.4978163448751684,0.4727272727272727,0.37879767291531996,55,0.6666666666666666,0.6168350168350168,60,OK,
301,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.6045454545454545,0.509090909090909,0.09545454545454546,0.5431032049909066,0.509090909090909,0.4227785899935023,55,0.7,0.6634278199883109,60,OK,
302,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6227272727272727,0.5454545454545454,0.07727272727272727,0.5493249700533278,0.5454545454545454,0.44425305688463584,55,0.7,0.6543968832220198,60,OK,
303,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6053030303030302,0.5272727272727272,0.07803030303030306,0.5245286160431744,0.5272727272727272,0.4199668325041459,55,0.6833333333333333,0.6290903995822029,60,OK,
304,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5308581060783757,0.5272727272727272,0.4199668325041459,55,0.7,0.6417493796526056,60,OK,
305,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5871212121212122,0.4909090909090909,0.09621212121212122,0.5060917785917786,0.4909090909090909,0.3953846153846154,55,0.6833333333333333,0.6167989417989418,60,OK,
306,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5674242424242424,0.41818181818181815,0.14924242424242426,0.5047144650651472,0.41818181818181815,0.33268934293464475,55,0.7166666666666667,0.6767395871956495,60,OK,
307,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5545454545454545,0.509090909090909,0.04545454545454547,0.4743452917811388,0.509090909090909,0.3840289294269394,55,0.6,0.5646616541353383,60,OK,
308,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5704545454545454,0.4909090909090909,0.07954545454545456,0.4754039064383892,0.4909090909090909,0.37094017094017095,55,0.65,0.5798676419366074,60,OK,
309,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.46080640318983507,0.4727272727272727,0.3238977526162292,55,0.6666666666666666,0.5977150537634409,60,OK,
310,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5787878787878787,0.4909090909090909,0.08787878787878786,0.47803511179733515,0.4909090909090909,0.3338480013724481,55,0.6666666666666666,0.6222222222222222,60,OK,
311,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.49767052119993294,0.4727272727272727,0.34983839689722046,55,0.7,0.6455026455026455,60,OK,
312,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5787878787878787,0.4909090909090909,0.08787878787878786,0.4965419350138755,0.4909090909090909,0.3602033405954974,55,0.6666666666666666,0.6328805294322536,60,OK,
313,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5712121212121212,0.509090909090909,0.06212121212121213,0.5122248197934931,0.509090909090909,0.4252873563218391,55,0.6333333333333333,0.5991622832651471,60,OK,
314,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6484848484848484,0.5636363636363636,0.08484848484848484,0.574666966413877,0.5636363636363636,0.44559609360604385,55,0.7333333333333333,0.7037378392217102,60,OK,
315,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.48014956134998443,0.4727272727272727,0.34871794871794876,55,0.65,0.61158117398202,60,OK,
316,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6045454545454545,0.509090909090909,0.09545454545454546,0.5356458675424193,0.509090909090909,0.40079365079365076,55,0.7,0.6704980842911877,60,OK,
317,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6295454545454545,0.509090909090909,0.12045454545454548,0.5554140843424358,0.509090909090909,0.38626312880044217,55,0.75,0.7245650398844293,60,OK,
318,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5765151515151515,0.43636363636363634,0.14015151515151517,0.5240237718613473,0.43636363636363634,0.3557856389607899,55,0.7166666666666667,0.6922619047619047,60,OK,
319,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.4644526583034648,0.45454545454545453,0.30763888888888885,55,0.6833333333333333,0.6212664277180407,60,OK,
320,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.4654842655056748,0.45454545454545453,0.2903340440653874,55,0.7,0.6406344869459623,60,OK,
321,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.4531866130226786,0.45454545454545453,0.29365079365079366,55,0.6666666666666666,0.6127224323945636,60,OK,
322,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.452482741730572,0.45454545454545453,0.29365079365079366,55,0.6666666666666666,0.6113146898103504,60,OK,
323,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.4869240593378525,0.4727272727272727,0.33618233618233617,55,0.7,0.6376657824933688,60,OK,
324,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.46991551758286043,0.4727272727272727,0.3355119825708061,55,0.65,0.6043190525949147,60,OK,
325,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.507960945405418,0.4727272727272727,0.3892594686263426,55,0.65,0.6266624221844935,60,OK,
326,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.4745851574665134,0.45454545454545453,0.35224627224627225,55,0.65,0.5969240426867546,60,OK,
327,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5704545454545454,0.4909090909090909,0.07954545454545456,0.5004409171075838,0.4909090909090909,0.4104056437389771,55,0.65,0.5904761904761905,60,OK,
328,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.5012611031382673,0.4909090909090909,0.40905729077772085,55,0.6333333333333333,0.5934649154988137,60,OK,
329,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.4969370893649221,0.4727272727272727,0.3647342995169082,55,0.6666666666666666,0.629139879212936,60,OK,
330,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4818660636264992,0.43636363636363634,0.3313840155945419,55,0.6666666666666666,0.6323481116584565,60,OK,
331,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5,0.4,0.09999999999999998,0.455887665923136,0.4,0.32233883058470764,55,0.6,0.5894365012615643,60,OK,
332,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6128787878787878,0.509090909090909,0.10378787878787882,0.5674853801169591,0.509090909090909,0.43555555555555553,55,0.7166666666666667,0.6994152046783627,60,OK,
333,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5717364993680784,0.5272727272727272,0.4594017094017094,55,0.7,0.6840712893344473,60,OK,
334,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.5241431671421741,0.45454545454545453,0.40110961163592745,55,0.6666666666666666,0.6471767226484207,60,OK,
335,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6045454545454545,0.509090909090909,0.09545454545454546,0.5663033543586622,0.509090909090909,0.448535419382877,55,0.7,0.6840712893344473,60,OK,
336,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5340909090909091,0.41818181818181815,0.11590909090909093,0.5022119401066769,0.41818181818181815,0.3652297410192147,55,0.65,0.6391941391941391,60,OK,
337,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.42272727272727273,0.34545454545454546,0.07727272727272727,0.37459197280444745,0.34545454545454546,0.2613026819923372,55,0.5,0.4878812636165577,60,OK,
338,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.45151515151515154,0.43636363636363634,0.015151515151515166,0.3836943206401334,0.43636363636363634,0.3035942346287174,55,0.4666666666666667,0.46379440665154953,60,OK,
339,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.4492424242424243,0.38181818181818183,0.06742424242424244,0.40685899019787464,0.38181818181818183,0.30484757621189407,55,0.5166666666666667,0.5088704041838552,60,OK,
340,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.4325757575757576,0.38181818181818183,0.05075757575757575,0.3749542842215256,0.38181818181818183,0.28084291187739463,55,0.48333333333333334,0.4690656565656566,60,OK,
341,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5106060606060606,0.45454545454545453,0.05606060606060606,0.4379451952368619,0.45454545454545453,0.3175154320987654,55,0.5666666666666667,0.5583749583749583,60,OK,
342,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.46590909090909094,0.38181818181818183,0.0840909090909091,0.425743599425141,0.38181818181818183,0.3069239189928845,55,0.55,0.5445632798573975,60,OK,
343,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5272727272727272,0.45454545454545453,0.07272727272727272,0.44968671679197997,0.45454545454545453,0.3419660261765525,55,0.6,0.5574074074074075,60,OK,
344,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.4940782932718416,0.4909090909090909,0.40852695691405366,55,0.6333333333333333,0.5796296296296296,60,OK,
345,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.543939393939394,0.45454545454545453,0.08939393939393939,0.47636821932179807,0.45454545454545453,0.37125759700794764,55,0.6333333333333333,0.5814788416356484,60,OK,
346,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.49402101560586836,0.4909090909090909,0.4086769518466573,55,0.6333333333333333,0.5793650793650794,60,OK,
347,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5446969696969697,0.4727272727272727,0.07196969696969699,0.472335095852045,0.4727272727272727,0.37756410256410255,55,0.6166666666666667,0.5671060891399874,60,OK,
348,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5,0.4,0.09999999999999998,0.43556338445844156,0.4,0.3111111111111111,55,0.6,0.560015657805772,60,OK,
349,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5803030303030303,0.5272727272727272,0.05303030303030304,0.5093117630347705,0.5272727272727272,0.43330548593706486,55,0.6333333333333333,0.5853180401324761,60,OK,
