experiment,feature_set,features,q_low,q_high,config_name,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,mean_accuracy,min_accuracy,std_accuracy,mean_macro_f1,accuracy_2565,f1_2565,rows_2565,accuracy_2566,f1_2566,rows_2566,status,error
1,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.578030303030303,0.4727272727272727,0.10530303030303031,0.504692456639064,0.4727272727272727,0.36526181353767556,55,0.6833333333333333,0.6441230997404525,60,OK,
2,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5954545454545455,0.4909090909090909,0.10454545454545452,0.5298770211270212,0.4909090909090909,0.4128523328523328,55,0.7,0.6469017094017094,60,OK,
3,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5507575757575758,0.41818181818181815,0.1325757575757576,0.4718892218892219,0.41818181818181815,0.3158323158323158,55,0.6833333333333333,0.627946127946128,60,OK,
4,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.4876289623747251,0.45454545454545453,0.3353846153846154,55,0.6833333333333333,0.6398733093648348,60,OK,
5,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5946969696969697,0.4727272727272727,0.12196969696969698,0.5104937259723279,0.4727272727272727,0.3457309941520468,55,0.7166666666666667,0.6752564577926091,60,OK,
6,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5939393939393939,0.45454545454545453,0.13939393939393938,0.5278499986537165,0.45454545454545453,0.3581603581603581,55,0.7333333333333333,0.6975396391470748,60,OK,
7,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.49772727272727274,0.34545454545454546,0.15227272727272728,0.45701320738132023,0.34545454545454546,0.27515369620632774,55,0.65,0.6388727185563127,60,OK,
8,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5409090909090909,0.38181818181818183,0.15909090909090906,0.4997278445554308,0.38181818181818183,0.3121131741821397,55,0.7,0.6873425149287219,60,OK,
9,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5234848484848484,0.36363636363636365,0.15984848484848485,0.4834295139558298,0.36363636363636365,0.29734335839598997,55,0.6833333333333333,0.6695156695156695,60,OK,
10,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5333333333333333,0.4,0.1333333333333333,0.48647581974968235,0.4,0.32789286461602846,55,0.6666666666666666,0.6450587748833363,60,OK,
11,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5325757575757576,0.38181818181818183,0.15075757575757576,0.48242181138275464,0.38181818181818183,0.3050145629364494,55,0.6833333333333333,0.6598290598290598,60,OK,
12,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5325757575757576,0.38181818181818183,0.15075757575757576,0.486548604464909,0.38181818181818183,0.3050145629364494,55,0.6833333333333333,0.6680826459933685,60,OK,
13,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.4318181818181818,0.36363636363636365,0.06818181818181818,0.37202343653956554,0.36363636363636365,0.2629222629222629,55,0.5,0.4811246101568682,60,OK,
14,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.4666666666666667,0.4,0.06666666666666665,0.40094208602449977,0.4,0.282387102014295,55,0.5333333333333333,0.5194970700347045,60,OK,
15,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.47651515151515156,0.43636363636363634,0.04015151515151519,0.41390160765160766,0.43636363636363634,0.3264143264143264,55,0.5166666666666667,0.5013888888888889,60,OK,
16,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.4492424242424243,0.38181818181818183,0.06742424242424244,0.38485107257390794,0.38181818181818183,0.2745007680491552,55,0.5166666666666667,0.4952013770986607,60,OK,
17,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.4840909090909091,0.41818181818181815,0.06590909090909094,0.4323709488320041,0.41818181818181815,0.3363392377885131,55,0.55,0.5284026598754952,60,OK,
18,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.4393939393939394,0.34545454545454546,0.09393939393939393,0.38766903977307254,0.34545454545454546,0.2687600729681384,55,0.5333333333333333,0.5065780065780067,60,OK,
19,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.5272727272727272,0.45454545454545453,0.07272727272727272,0.4555679412019817,0.45454545454545453,0.35383597883597884,55,0.6,0.5572999035679845,60,OK,
20,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5446969696969697,0.4727272727272727,0.07196969696969699,0.46378384821007773,0.4727272727272727,0.3661782661782662,55,0.6166666666666667,0.5613894302418893,60,OK,
21,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.47609519512745324,0.4909090909090909,0.378974358974359,55,0.6333333333333333,0.5732160312805474,60,OK,
22,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.47257083206361644,0.4727272727272727,0.3457309941520468,55,0.65,0.5994106699751861,60,OK,
23,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.47080176767676774,0.45454545454545453,0.35479797979797983,55,0.65,0.5868055555555556,60,OK,
24,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5348484848484848,0.43636363636363634,0.09848484848484848,0.468094981241972,0.43636363636363634,0.35818606825619453,55,0.6333333333333333,0.5780038942277496,60,OK,
25,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.5039032767102942,0.45454545454545453,0.3610229276895944,55,0.6833333333333333,0.6467836257309941,60,OK,
26,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.603030303030303,0.4727272727272727,0.13030303030303028,0.5115441866081252,0.4727272727272727,0.3661782661782662,55,0.7333333333333333,0.6569101070379842,60,OK,
27,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5765151515151515,0.43636363636363634,0.14015151515151517,0.4950991846722397,0.43636363636363634,0.3453006253006253,55,0.7166666666666667,0.644897744043854,60,OK,
28,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5946969696969697,0.4727272727272727,0.12196969696969698,0.5065018315018315,0.4727272727272727,0.3661782661782662,55,0.7166666666666667,0.6468253968253967,60,OK,
29,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.49871866704703904,0.4727272727272727,0.36426472078645994,55,0.7,0.6331726133076181,60,OK,
30,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.49150664150664153,0.4727272727272727,0.3661782661782662,55,0.6666666666666666,0.6168350168350168,60,OK,
31,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.5590909090909091,0.41818181818181815,0.1409090909090909,0.4919406726739361,0.41818181818181815,0.3204535253595613,55,0.7,0.6634278199883109,60,OK,
32,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.5083683134058817,0.4727272727272727,0.3623397435897436,55,0.7,0.6543968832220198,60,OK,
33,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5598484848484848,0.43636363636363634,0.1234848484848485,0.47768622543212713,0.43636363636363634,0.3262820512820513,55,0.6833333333333333,0.6290903995822029,60,OK,
34,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5590909090909091,0.41818181818181815,0.1409090909090909,0.4711952026468156,0.41818181818181815,0.3006410256410256,55,0.7,0.6417493796526056,60,OK,
35,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5598484848484848,0.43636363636363634,0.1234848484848485,0.47154049654049657,0.43636363636363634,0.3262820512820513,55,0.6833333333333333,0.6167989417989418,60,OK,
36,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5856060606060606,0.45454545454545453,0.13106060606060607,0.5085913544443856,0.45454545454545453,0.3404431216931217,55,0.7166666666666667,0.6767395871956495,60,OK,
37,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.5181818181818182,0.43636363636363634,0.08181818181818182,0.44073029796714003,0.43636363636363634,0.3167989417989418,55,0.6,0.5646616541353383,60,OK,
38,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4808988543246414,0.4727272727272727,0.38193006671267543,55,0.65,0.5798676419366074,60,OK,
39,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.4800273986765923,0.4727272727272727,0.3623397435897436,55,0.6666666666666666,0.5977150537634409,60,OK,
40,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.46138224348750667,0.43636363636363634,0.30054226475279106,55,0.6666666666666666,0.6222222222222222,60,OK,
41,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5954545454545455,0.4909090909090909,0.10454545454545452,0.5197453703703704,0.4909090909090909,0.39398809523809525,55,0.7,0.6455026455026455,60,OK,
42,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.47573513651099864,0.43636363636363634,0.3185897435897436,55,0.6666666666666666,0.6328805294322536,60,OK,
43,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.543939393939394,0.45454545454545453,0.08939393939393939,0.46800219426415246,0.45454545454545453,0.3368421052631579,55,0.6333333333333333,0.5991622832651471,60,OK,
44,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.603030303030303,0.4727272727272727,0.13030303030303028,0.5440518859873699,0.4727272727272727,0.3843659327530295,55,0.7333333333333333,0.7037378392217102,60,OK,
45,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4908066126320356,0.4727272727272727,0.37003205128205124,55,0.65,0.61158117398202,60,OK,
46,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.5202650677866195,0.4727272727272727,0.37003205128205124,55,0.7,0.6704980842911877,60,OK,
47,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6113636363636363,0.4727272727272727,0.13863636363636364,0.5351480170182381,0.4727272727272727,0.3457309941520468,55,0.75,0.7245650398844293,60,OK,
48,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.521969696969697,0.32727272727272727,0.1946969696969697,0.46842532467532466,0.32727272727272727,0.24458874458874458,55,0.7166666666666667,0.6922619047619047,60,OK,
49,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.31,0.64,RF_FULL,300,,2,1,sqrt,balanced,0.5598484848484848,0.43636363636363634,0.1234848484848485,0.4697114650425347,0.43636363636363634,0.3181565023670287,55,0.6833333333333333,0.6212664277180407,60,OK,
50,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.31,0.64,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.4968917442410303,0.45454545454545453,0.3531490015360983,55,0.7,0.6406344869459623,60,OK,
51,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.31,0.64,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.46956837940444496,0.43636363636363634,0.3264143264143264,55,0.6666666666666666,0.6127224323945636,60,OK,
52,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.31,0.64,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4696216163963284,0.43636363636363634,0.3279285429823064,55,0.6666666666666666,0.6113146898103504,60,OK,
53,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.31,0.64,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5681818181818181,0.43636363636363634,0.1318181818181818,0.4897664976641618,0.43636363636363634,0.34186721283495475,55,0.7,0.6376657824933688,60,OK,
54,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.31,0.64,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5340909090909091,0.41818181818181815,0.11590909090909093,0.4493376568089212,0.41818181818181815,0.29435626102292767,55,0.65,0.6043190525949147,60,OK,
55,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.32,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5871212121212122,0.4909090909090909,0.09621212121212122,0.5089561367648131,0.4909090909090909,0.3737891737891738,55,0.6833333333333333,0.6441230997404525,60,OK,
56,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.32,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5954545454545455,0.4909090909090909,0.10454545454545452,0.5103454415954416,0.4909090909090909,0.3737891737891738,55,0.7,0.6469017094017094,60,OK,
57,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.32,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5962121212121212,0.509090909090909,0.08712121212121215,0.5178866942024837,0.509090909090909,0.4078272604588394,55,0.6833333333333333,0.627946127946128,60,OK,
58,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.32,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5962121212121212,0.509090909090909,0.08712121212121215,0.516586737601157,0.509090909090909,0.3933001658374793,55,0.6833333333333333,0.6398733093648348,60,OK,
59,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.32,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6128787878787878,0.509090909090909,0.10378787878787882,0.5193485142644564,0.509090909090909,0.3634405707363037,55,0.7166666666666667,0.6752564577926091,60,OK,
60,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.32,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5939393939393939,0.45454545454545453,0.13939393939393938,0.5366346429222317,0.45454545454545453,0.37572964669738856,55,0.7333333333333333,0.6975396391470748,60,OK,
61,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.32,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.525,0.4,0.125,0.47526029916006723,0.4,0.3116478797638218,55,0.65,0.6388727185563127,60,OK,
62,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.32,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.5332284334791279,0.4727272727272727,0.37911435202953375,55,0.7,0.6873425149287219,60,OK,
63,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.32,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5507575757575758,0.41818181818181815,0.1325757575757576,0.4935829713698566,0.41818181818181815,0.31765027322404377,55,0.6833333333333333,0.6695156695156695,60,OK,
64,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.32,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5333333333333333,0.4,0.1333333333333333,0.47586272077500147,0.4,0.30666666666666664,55,0.6666666666666666,0.6450587748833363,60,OK,
65,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.32,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.5038749780685264,0.45454545454545453,0.3479208963079931,55,0.6833333333333333,0.6598290598290598,60,OK,
66,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.32,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5507575757575758,0.41818181818181815,0.1325757575757576,0.5041030838837952,0.41818181818181815,0.34012352177422184,55,0.6833333333333333,0.6680826459933685,60,OK,
67,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.32,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.42272727272727273,0.34545454545454546,0.07727272727272727,0.36278452730065636,0.34545454545454546,0.24444444444444446,55,0.5,0.4811246101568682,60,OK,
68,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.32,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.48484848484848486,0.43636363636363634,0.04848484848484849,0.41001966739374773,0.43636363636363634,0.30054226475279106,55,0.5333333333333333,0.5194970700347045,60,OK,
69,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.32,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.4492424242424243,0.38181818181818183,0.06742424242424244,0.3719398656898657,0.38181818181818183,0.24249084249084252,55,0.5166666666666667,0.5013888888888889,60,OK,
70,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.32,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.4401515151515152,0.36363636363636365,0.07651515151515154,0.3643391942964568,0.36363636363636365,0.2334770114942529,55,0.5166666666666667,0.4952013770986607,60,OK,
71,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.32,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5022727272727273,0.45454545454545453,0.04772727272727276,0.4009534666898843,0.45454545454545453,0.2735042735042735,55,0.55,0.5284026598754952,60,OK,
72,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.32,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.4484848484848485,0.36363636363636365,0.08484848484848484,0.38602805132859785,0.36363636363636365,0.265478096079189,55,0.5333333333333333,0.5065780065780067,60,OK,
73,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.32,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5272727272727272,0.45454545454545453,0.07272727272727272,0.4545626501966907,0.45454545454545453,0.3518253968253968,55,0.6,0.5572999035679845,60,OK,
74,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.32,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.46730440173063126,0.4909090909090909,0.3732193732193732,55,0.6166666666666667,0.5613894302418893,60,OK,
75,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.32,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.4728068460496304,0.4909090909090909,0.3723976608187134,55,0.6333333333333333,0.5732160312805474,60,OK,
76,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.32,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5704545454545454,0.4909090909090909,0.07954545454545456,0.48590416539694975,0.4909090909090909,0.3723976608187134,55,0.65,0.5994106699751861,60,OK,
77,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.32,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4652454278812974,0.4727272727272727,0.3436853002070393,55,0.65,0.5868055555555556,60,OK,
78,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.32,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5257575757575758,0.41818181818181815,0.10757575757575757,0.44637297885990657,0.41818181818181815,0.3147420634920635,55,0.6333333333333333,0.5780038942277496,60,OK,
79,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.32,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5871212121212122,0.4909090909090909,0.09621212121212122,0.5224354288499025,0.4909090909090909,0.3980872319688109,55,0.6833333333333333,0.6467836257309941,60,OK,
80,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.32,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.603030303030303,0.4727272727272727,0.13030303030303028,0.5006772757412143,0.4727272727272727,0.3444444444444444,55,0.7333333333333333,0.6569101070379842,60,OK,
81,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.32,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6037878787878788,0.4909090909090909,0.11287878787878788,0.5101645379984625,0.4909090909090909,0.3754313319530711,55,0.7166666666666667,0.644897744043854,60,OK,
82,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.32,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5946969696969697,0.4727272727272727,0.12196969696969698,0.49563492063492054,0.4727272727272727,0.3444444444444444,55,0.7166666666666667,0.6468253968253967,60,OK,
83,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.32,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.4838024238699262,0.45454545454545453,0.3344322344322344,55,0.7,0.6331726133076181,60,OK,
84,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.32,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.4927764827764828,0.4727272727272727,0.36871794871794866,55,0.6666666666666666,0.6168350168350168,60,OK,
